WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.4.66:8080
Press CTRL+C to quit
127.0.0.1 - - [15/Apr/2026 18:07:42] "GET /api/health HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:40] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:42] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:43] "GET /employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:44] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:45] "GET /view-employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:46] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:46] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:49] "GET /employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:50] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:52] "GET /view-employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:53] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:56] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:08:56] "GET /api/employees/organization/6 HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:09:05] "GET /employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:09:06] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:06] "POST /api/employees HTTP/1.1" 201 -
127.0.0.1 - - [15/Apr/2026 18:14:08] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:09] "GET /view-employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:10] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:11] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:11] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:11] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:11] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:13] "GET /view-employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:13] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:15] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:14:16] "GET /api/employees/organization/6 HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:21] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:22] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:27] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:32] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:37] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:42] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:47] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:47] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:47] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:52] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:52] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:52] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:57] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:57] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:16:57] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:02] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:02] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:02] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:07] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:07] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:07] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:12] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:12] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:12] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:17] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:17] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:17] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:22] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:27] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:32] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:37] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:42] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:47] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:47] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:47] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:52] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:52] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:52] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:57] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:57] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:17:57] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:02] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:02] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:02] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:07] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:07] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:07] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:12] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:12] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:12] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:17] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:17] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:17] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:22] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:27] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:32] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:37] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:42] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:47] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:47] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:47] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:52] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:52] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:52] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:57] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:57] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:18:57] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:02] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:02] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:02] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:07] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:07] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:07] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:12] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:12] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:12] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:17] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:17] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:17] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:22] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:22] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:27] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:27] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:32] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:32] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:37] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:37] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:42] "GET /api/employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:42] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:44] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:45] "GET /employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:46] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:48] "GET /view-employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:48] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:51] "GET /api/organizations HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:19:51] "GET /api/employees/organization/6 HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:20:00] "GET /employees HTTP/1.1" 200 -
127.0.0.1 - - [15/Apr/2026 18:20:00] "GET /api/organizations HTTP/1.1" 200 -
